state,district,market,commodity,variety,min_price,max_price,modal_price
Uttrakhand,Dehradoon,Dehradoon,Green Chilli,Other,600,1050,850
Uttrakhand,Dehradoon,Dehradoon,Kinnow,Other,600,800,750
Uttrakhand,Dehradoon,Dehradoon,Lemon,Other,1200,1400,1350
Uttrakhand,Dehradoon,Dehradoon,Onion,Other,1050,1400,1150
Uttrakhand,Dehradoon,Dehradoon,Orange,Other,1200,2050,1800
Uttrakhand,Dehradoon,Dehradoon,Papaya,Other,600,800,700
Uttrakhand,Dehradoon,Dehradoon,Peas Wet,Other,1000,1250,1150
Uttrakhand,Dehradoon,Dehradoon,Pomegranate,Other,2800,4050,3500
Uttrakhand,Dehradoon,Dehradoon,Potato,Other,450,600,550
Uttrakhand,Dehradoon,Dehradoon,Pumpkin,Other,400,600,450
Uttrakhand,Dehradoon,Dehradoon,Raddish,Other,250,350,300
Uttrakhand,Dehradoon,Dehradoon,Tomato,Other,400,600,500
Uttrakhand,UdhamSinghNagar,Kashipur,Onion,Other,900,1000,975
Uttrakhand,UdhamSinghNagar,Kashipur,Potato,Other,500,700,600
West Bengal,Bankura,Bishnupur(Bankura),Mustard,Mustard,4100,4300,4200
West Bengal,Bankura,Bishnupur(Bankura),Onion,Nasik,1100,1200,1150
West Bengal,Bankura,Bishnupur(Bankura),Potato,Jyoti,360,400,380
West Bengal,Bankura,Bishnupur(Bankura),Rice,Common,2600,2700,2650
West Bengal,Bankura,Bishnupur(Bankura),Rice,Fine,2800,2900,2850
West Bengal,Bankura,Bishnupur(Bankura),Wheat,Sonalika,1650,1750,1700
West Bengal,Bankura,Khatra,Brinjal,Round/Long,400,800,500
West Bengal,Bankura,Khatra,Cucumbar(Kheera),Cucumbar,2300,3000,2500
West Bengal,Bankura,Khatra,Mustard,Mustard,4100,4300,4200
West Bengal,Bankura,Khatra,Paddy(Dhan)(Common),Swarna Masuri (New),1750,1770,1750
West Bengal,Bankura,Khatra,Potato,Jyoti,350,400,370
West Bengal,Bankura,Khatra,Rice,Common,2600,2700,2650
West Bengal,Bankura,Khatra,Sweet Pumpkin,Sweet Pumpkin,800,1000,900
West Bengal,Bankura,Khatra,Tomato,Tomato,400,700,500
West Bengal,Bankura,Khatra,Wheat,Sonalika,1650,1750,1700
West Bengal,Burdwan,Asansol,Arhar (Tur/Red Gram)(Whole),Other,6300,6500,6400
West Bengal,Burdwan,Asansol,Black Gram (Urd Beans)(Whole),Black Gram Dal,6000,6200,6100
West Bengal,Burdwan,Asansol,Black Gram (Urd Beans)(Whole),Other,5800,6000,5900
West Bengal,Burdwan,Asansol,Brinjal,Other,1030,1150,1100
West Bengal,Burdwan,Asansol,Ginger(Dry),Other,7200,7500,7360
West Bengal,Burdwan,Asansol,Green Gram (Moong)(Whole),Green Gram Dhall-I,7300,7700,7500
West Bengal,Burdwan,Asansol,Green Gram (Moong)(Whole),Other,6900,7200,7000
West Bengal,Burdwan,Asansol,Lentil (Masur)(Whole),Masur Dal,6000,6200,6100
West Bengal,Burdwan,Asansol,Mustard,Other,4300,4400,4350
West Bengal,Burdwan,Asansol,Onion,Nasik,1000,1060,1020
West Bengal,Burdwan,Asansol,Peas(Dry),Other,4800,5000,4900
West Bengal,Burdwan,Asansol,Peas(Dry),Peas(Dry),4500,4700,4600
West Bengal,Burdwan,Asansol,Potato,Jyoti,540,580,560
West Bengal,Burdwan,Asansol,Rice,Fine,3000,3100,3000
West Bengal,Burdwan,Asansol,Sweet Pumpkin,Other,880,940,910
West Bengal,Burdwan,Asansol,Tomato,Hybrid,520,600,560
West Bengal,Burdwan,Asansol,Wheat,Kalyan,1960,2040,2000
West Bengal,Burdwan,Burdwan,Cucumbar(Kheera),Cucumbar,3900,4100,4000
West Bengal,Burdwan,Burdwan,Green Chilli,Green Chilly,6900,7100,7000
West Bengal,Burdwan,Burdwan,Gur(Jaggery),Other,3050,3150,3100
West Bengal,Burdwan,Burdwan,Mustard,Sarson(Black),4250,4350,4300
West Bengal,Burdwan,Burdwan,Onion,Nasik,950,1050,1000
West Bengal,Burdwan,Burdwan,Paddy(Dhan)(Common),Common,1750,1770,1750
West Bengal,Burdwan,Burdwan,Potato,Jyoti,580,620,600
West Bengal,Burdwan,Burdwan,Rice,Common,2250,2350,2300
West Bengal,Burdwan,Burdwan,Sweet Pumpkin,Sweet Pumpkin,950,1050,1000
West Bengal,Burdwan,Burdwan,Tomato,Other,700,900,800
West Bengal,Burdwan,Guskara(Burdwan),Brinjal,Other,700,900,800
West Bengal,Burdwan,Guskara(Burdwan),Mustard,Yellow (Black),3750,3850,3800
West Bengal,Burdwan,Guskara(Burdwan),Paddy(Dhan)(Common),Fine,1750,1770,1750
West Bengal,Burdwan,Guskara(Burdwan),Potato,Jyoti,480,520,500
West Bengal,Burdwan,Guskara(Burdwan),Rice,Fine,2250,2350,2300
West Bengal,Burdwan,Guskara(Burdwan),"Sesamum(Sesame,Gingelly,Til)",Other,6950,7050,7000
West Bengal,Burdwan,Kalna,Brinjal,Other,800,900,900
West Bengal,Burdwan,Kalna,Cucumbar(Kheera),Other,3500,3600,3600
West Bengal,Burdwan,Kalna,Green Chilli,Other,3600,4000,3800
West Bengal,Burdwan,Kalna,Jute,TD-5,3900,4000,3900
West Bengal,Burdwan,Kalna,Onion,Local,1000,1100,1100
West Bengal,Burdwan,Kalna,Paddy(Dhan)(Common),Ratna,1770,1770,1770
West Bengal,Burdwan,Kalna,Paddy(Dhan)(Common),Swarna Masuri (New),1750,1770,1750
West Bengal,Burdwan,Kalna,Potato,Jyoti,510,520,510
West Bengal,Burdwan,Kalna,Rice,Fine,2970,3000,3000
West Bengal,Burdwan,Kalna,Rice,Other,2230,2250,2250
West Bengal,Burdwan,Kalna,Sweet Pumpkin,Other,1000,1100,1100
West Bengal,Burdwan,Kalna,Tomato,Other,1000,1100,1050
West Bengal,Burdwan,Katwa,Ginger(Dry),Other,7900,8100,8000
West Bengal,Burdwan,Katwa,Jute,TD-5,3800,4000,3900
West Bengal,Burdwan,Katwa,Mustard,Yellow (Black),3750,3850,3800
West Bengal,Burdwan,Katwa,Mustard Oil,Other,9025,10025,9925
West Bengal,Burdwan,Katwa,Onion,Other,950,1050,1000
West Bengal,Burdwan,Katwa,Paddy(Dhan)(Common),Other,1750,1770,1750
West Bengal,Burdwan,Katwa,Potato,Jyoti,480,520,500
West Bengal,Burdwan,Katwa,Rice,Other,2250,2350,2300
West Bengal,Burdwan,Katwa,"Sesamum(Sesame,Gingelly,Til)",Other,7050,7150,7100
West Bengal,Burdwan,Memari,Bitter gourd,Bitter Gourd,4800,5200,5000
West Bengal,Burdwan,Memari,Brinjal,Arkasheela Mattigulla,1000,1300,1200
West Bengal,Burdwan,Memari,Cucumbar(Kheera),Cucumbar,3000,3500,3200
West Bengal,Hooghly,Pandua,Potato,Other,460,490,480
West Bengal,Hooghly,Pandua,Rice,Ratnachudi (718 5-749),2800,2900,2850
West Bengal,Jalpaiguri,Dhupguri,Bitter gourd,Bitter Gourd,4850,5000,4900
West Bengal,Jalpaiguri,Dhupguri,Brinjal,Other,700,850,750
West Bengal,Jalpaiguri,Dhupguri,Cabbage,Cabbage,450,550,500
West Bengal,Jalpaiguri,Dhupguri,Cauliflower,Other,550,700,650
West Bengal,Jalpaiguri,Dhupguri,Cucumbar(Kheera),Other,3000,3400,3200
West Bengal,Jalpaiguri,Dhupguri,Green Chilli,Green Chilly,2500,2700,2600
West Bengal,Jalpaiguri,Dhupguri,Potato,Jyoti,475,575,525
West Bengal,Jalpaiguri,Dhupguri,Sweet Pumpkin,Sweet Pumpkin,1100,1300,1200
West Bengal,Jalpaiguri,Dhupguri,Tomato,Other,850,1000,900
West Bengal,Malda,Samsi,Jute,TD-5,3750,3850,3800
West Bengal,Malda,Samsi,Mustard,Sarson(Black),3950,4050,4000
West Bengal,Malda,Samsi,Mustard,Yellow (Black),4050,4150,4100
West Bengal,Malda,Samsi,Onion,Onion,700,800,750
West Bengal,Malda,Samsi,Potato,Jyoti,450,500,475
West Bengal,Malda,Samsi,Rice,Fine,3150,3250,3200
West Bengal,Malda,Samsi,Rice,H.Y.V.,2650,2750,2700
West Bengal,Medinipur(W),Ghatal,Gur(Jaggery),Other,2900,3000,2950
West Bengal,Medinipur(W),Ghatal,Jute,TD-5,4000,4200,4100
West Bengal,Medinipur(W),Ghatal,Mustard,Yellow (Black),4100,4300,4200
West Bengal,Medinipur(W),Ghatal,Potato,Jyoti,300,400,350
West Bengal,Medinipur(W),Ghatal,Rice,Fine,2500,2600,2550
West Bengal,Medinipur(W),Ghatal,Rice,Masuri,2350,2450,2400
West Bengal,Medinipur(W),Ghatal,"Sesamum(Sesame,Gingelly,Til)",Red,8500,8700,8600
West Bengal,Murshidabad,Beldanga,Jute,TD-5,4250,4320,4300
West Bengal,Murshidabad,Beldanga,Potato,Jyoti,390,410,400
West Bengal,Murshidabad,Beldanga,Rice,Other,2650,2800,2700
West Bengal,Murshidabad,Jangipur,Jute,TD-5,3750,3850,3800
West Bengal,Murshidabad,Jangipur,Onion,Red,850,880,860
West Bengal,Murshidabad,Jangipur,Paddy(Dhan)(Common),Common,1760,1795,1780
West Bengal,Murshidabad,Jangipur,Potato,Jyoti,500,560,530
West Bengal,Murshidabad,Jangipur,Rice,Fine,2890,2935,2900
West Bengal,Murshidabad,Jangipur,Turmeric,Finger,7250,7400,7325
West Bengal,Murshidabad,Jangipur,Wheat,Sonalika,1975,2015,2000
West Bengal,Nadia,Nadia,Brinjal,Round/Long,1400,1600,1500
West Bengal,Nadia,Nadia,Green Chilli,Other,4900,5100,5000
West Bengal,Nadia,Nadia,Jute,TD-5,4250,4350,4300
West Bengal,Nadia,Nadia,Mustard,Yellow (Black),4000,4150,4100
West Bengal,Nadia,Nadia,Onion,Other,1100,1300,1200
West Bengal,Nadia,Nadia,Paddy(Dhan)(Common),Fine,1750,1780,1770
West Bengal,Nadia,Nadia,Potato,Other,570,590,580
West Bengal,Nadia,Nadia,Rice,Fine,3700,3900,3800
West Bengal,Nadia,Nadia,Sweet Pumpkin,Sweet Pumpkin,1300,1500,1400
West Bengal,North 24 Parganas,Habra,Bitter gourd,Other,6400,6700,6500
West Bengal,North 24 Parganas,Habra,Brinjal,Other,1400,1800,1600
West Bengal,North 24 Parganas,Habra,Green Chilli,Other,5400,5900,5600
West Bengal,North 24 Parganas,Habra,Onion,Other,1000,1100,1000
West Bengal,North 24 Parganas,Habra,Papaya (Raw),Other,700,900,800
West Bengal,North 24 Parganas,Habra,Potato,Other,550,580,560
West Bengal,North 24 Parganas,Habra,Pumpkin,Other,1300,1700,1500
West Bengal,North 24 Parganas,Habra,Tomato,Other,1300,1600,1400
West Bengal,Puruliya,Balarampur,Bhindi(Ladies Finger),Other,3200,3400,3300
West Bengal,Puruliya,Balarampur,Brinjal,Other,1200,1400,1300
West Bengal,Puruliya,Balarampur,Lentil (Masur)(Whole),Other,5440,5480,5450
West Bengal,Puruliya,Balarampur,Mustard Oil,Other,9900,9980,9940
West Bengal,Puruliya,Balarampur,Onion,Other,900,1100,1000
West Bengal,Puruliya,Balarampur,Potato,Other,360,400,380
West Bengal,Puruliya,Balarampur,Rice,Other,2620,2660,2640
West Bengal,Puruliya,Balarampur,Ridgeguard(Tori),Other,3200,3400,3300
West Bengal,Puruliya,Balarampur,Tomato,Other,250,350,300
West Bengal,Puruliya,Purulia,Arhar Dal(Tur Dal),Arhar Dal(Tur),5900,6000,6000
West Bengal,Puruliya,Purulia,Brinjal,Other,1000,1400,1200
West Bengal,Puruliya,Purulia,Gur(Jaggery),Other,2550,2625,2600
West Bengal,Puruliya,Purulia,Masur Dal,Masur Dal,6200,6400,6300
West Bengal,Puruliya,Purulia,Moath Dal,Moath Dal,7300,7400,7400
West Bengal,Puruliya,Purulia,Mustard Oil,Mustard Oil,10400,10530,10530
West Bengal,Puruliya,Purulia,Onion,Other,900,1100,1000
West Bengal,Puruliya,Purulia,Potato,Jyoti,400,430,420
West Bengal,Puruliya,Purulia,Pumpkin,Other,750,1100,900
West Bengal,Puruliya,Purulia,Rice,Other,2580,2620,2600
West Bengal,Puruliya,Purulia,Tomato,Other,800,1000,900
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Bitter gourd,Bitter Gourd,3800,4100,4000
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Brinjal,Brinjal,2200,2300,2250
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Cucumbar(Kheera),Cucumbar,5200,5500,5400
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Green Chilli,Green Chilly,7400,7800,7600
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Guava,Other,4600,4900,4800
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Onion,Beelary-Red,1200,1350,1300
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Papaya (Raw),Other,1300,1450,1400
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Potato,Jyoti,680,710,700
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Rice,Common,2700,2900,2800
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Rice,Super Fine,4300,4500,4400
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Sweet Pumpkin,Sweet Pumpkin,1400,1550,1500
West Bengal,Sounth 24 Parganas,Baruipur(Canning),Tomato,Tomato,1200,1350,1300
West Bengal,Uttar Dinajpur,Islampur,Jute,TD-5,4500,4700,4600
West Bengal,Uttar Dinajpur,Islampur,Potato,Jyoti,530,570,550
West Bengal,Uttar Dinajpur,Islampur,Rice,Other,3550,3650,3600
West Bengal,Uttar Dinajpur,Raiganj,Jute,TD-5,4400,4600,4500
West Bengal,Uttar Dinajpur,Raiganj,Rice,Other,3450,3550,3500
West Bengal,Uttar Dinajpur,Raiganj,Wheat,Kalyan,2075,2125,2100
